Hashtags,Video ID,create_time,username,region,video_description,Description Sentiments,like_count,comment_count,share_count,view_count,Comments,Comments_sentiments,Ukrainian_comments,Ukrainian_comments_sentiments,
#UkraineAttack,7152144715557932334,2022-10-8,@philipdefranco,Ukraine,"Ukraine Takes Out Crimean Bridge #ukraine #FlexEveryAngle
The Crimean Bridge has partially collapsed! Initial reports say that it was a special forces attack on a fuel train going over the bridge. The explosion has caused the rail and road to collapse. Sad Vlad spent 3.7 billion dollars on building this bridge that connects Russia to Crimea. It’s a key part of his legitimacy and legacy and Ukraine just took it out and they did it on his Birthday. #russia",Inclined towards Ukraine,940800,5773,13000,,1. the disrespect 💀 2. And then their twitter legit said “nice burn” 3. Ukraine aint playing around. 4. Ukraine in a Maj Payne voice: You ever hear the story of the little engine that could? 5. how will this affect minecraft servers? 6. They need to stop poking the bear. I don’t want nuclear war 🥺 7. Would it actually have a big impact on military transportation or just a show of force? 8. if this was special forces that is amazing. I think it would make more sense that it was airpower though,"1) Neutral Sentiment
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Peace
7) Inclined towards Russia
8) Inclined towards Russia",,,
#UkraineAttack,7266130196284050720,2023-8-11,@thesun,Ukraine,Horrifying moment children screamed as Russian missiles flew overhead (🎥: East2West News) #ukraine #russia #war #missile #attack #vladimirputin #zaporizhzhia #news #worldnews,Inclined towards Ukraine,81900,2883,7743,,1. Must be terrifying for the children. 🙏🙏🙏 2. @Leon😎 it’s that rocket thing from fn 3. Bro I missed a live event?! 4. I'm sry. That's horror. I hope the whole entire situation gets resolved. 5. How is this still carrying on! 6. I have so much heartache for these children and the country as a whole 😭😭😭 7. Heart breaking this war needs an end,"1) Inclined towards Ukraine
2) Neutral Sentiment
3) Unrelated/Cannot infer sentiment towards war
4) Inclined towards Peace
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Peace",,,
#UkraineAttack,7068144125329083694,2022-2-23,@gadischwartz,Ukraine,The moment sirens in Kyiv begin to sound as the Ukrainian capital comes under Russian attack. #ukraine #kyiv,2) Inclined towards Russia,405400,5808,16200,,1. She is so scared. 2. You guys are so strong when you’re reporting. I would 100% be crying. 3. That has to be the most terrifying sound and feeling. 4. God protect Ukraine 🇺🇦 5. Can country and organizational leaders just CHILL. It has been a really rough 2 years. 6. We are living in history 7. 🥺 Praying for her and everyone. Lord have mercy on us all.,"1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Neutral Sentiment
6) Neutral Sentiment
7) Inclined towards Ukraine",,,
#UkraineAttack,7069447970072333614,2022-2-27,@yahoonews,Ukraine,At least six people were injured in the attack. #Ukraine officials say #Russia has targeted at least 40 civilian sites. #news #yahoonews,1) Inclined towards Ukraine,140900,3057,4187,,"1. Strong building! 2. Swear I seen this building on cod 3. Wow. Strong building. Didn’t even drop. Either weak missile or the people that built the twin towers didn’t know what they were doing. 4. Cause.. apartment buildings are so militarily important 5. Is this Russia’s idea of a high value target? 6. In fact, Ukraine blew itself up and the real news has been blocked 😅 7. i wonder,how the cameraman know that building will be the target?? anybody? who can explain??😌","1) Inclined towards Ukraine
2) Unrelated/Cannot infer sentiment towards war
3) Inclined towards Ukraine
4) Inclined towards Peace
5) Inclined towards Russia
6) Inclined towards Russia
7) Neutral Sentiment",,,
#UkrainianSoldier,7218599185912974638,2023-4-5,@cowboyjack22,Ukraine,Lesson learned: don’t use made in China 🪖 helmet #military #military #militarylife #militarytiktok #militaryhistory #miltok #miltokcommunity #fyp #ukraine #russia #foryou #foryoupage #foryourpage,Neutral Sentiment,25200,350,189,,1. No one going to talk about the patch on buddy’s helmet? 2. BRO SAID MADE IN CHINE 3. Ah yes a bump helmat stopping a bullet 4. why want say chinna 5. no one is going to talk about the black sun patch on the back of his helmet? 6. respect the sniper man💪👌 7. He carred on but think he took a brack and was ok and help solder haveing a rest as he was in shock so hope he sore a dr 8. “Which was not made in china” that shot prolly hit harder than that sniper bullet. 9. Why soldier helmet with aiming mark? 😂,"1) Neutral Sentiment
2) Unrelated/Cannot infer sentiment towards war
3) Neutral Sentiment
4) Unrelated/Cannot infer sentiment towards war
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Neutral Sentiment
8) Unrelated/Cannot infer sentiment towards war
9) Neutral Sentiment",,,
#UkrainianSoldier,7165214709770177798,2022-11-12,@ukraine.ua,Ukraine,"This is one of those moments we are fighting for ❤️‍🩹 A Ukrainian soldier approaches his home in Kherson where his grandma meets him, kneeling to the ground. Video: Yurii Sobolevskyi / Facebook",Inclined towards Ukraine,4200000,27200,18500,,1. the feeling is compassionate 2.  meeting your love one after the toughest moment of your life 3. This one tears me up. 4. Sending love and support from Georgia 🇬🇪 🇺🇦 5. we lost over 10 citizens today ....but we thank God we are alive....♥️🇺🇦ukrainwillwin♥️🇺🇦🇺🇦 6. Words cannot express what I feel. I am so moved to tears. God bless you!❤️ 7. this is so heartbroken yet so heartwarming to see grandma be able to hug her assuming grandson. 8. This is all what we go through 🥰 9. love for ukraine ❤️❤️🖤🖤 hope it ends fast ❤️🙏🙏,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Ukraine",,,
#UkrainianSoldier,7224377658899991835,2023-4-20,@.______________,Ukraine,#ukraine #russia #ww2 #ww3?,Neutral Sentiment,89200,640,671,,1. Only if he did it in a German accent 2. BAHBAHABA ME WHO KNOWS THE TRANSLATION OF BOTH THINGS HE SAID IN RUSSIAN AND GERMAN 3. I think we can all agree we all have fear Germany in some ways. 4. Bro scaring an empty tank 5. Russia is scared of Germany (I think) 6. erm... dude what the flip 7. Doesn’t even sound German sounds Dutch 8. It’s empty lol 9. no one in there its an abandoned tank 10. I wouldve been shitting bricks,"1) Neutral Sentiment
2) Inclined towards Russia
3) Unrelated/Cannot infer sentiment towards war
4) Inclined towards Peace
5) Unrelated/Cannot infer sentiment towards war
6) Neutral Sentiment
7) Neutral Sentiment
8) Inclined towards Peace
9) Inclined towards Peace
10) Neutral Sentiment",,,
#UkrainianSoldier,7195783960729832750,2023-2-2,@dangodjango,Ukraine,#afu #ukraine #ukraine🇺🇦 #saveddog,Inclined towards Ukraine,115600,541,3524,,1. poor dog don’t understand whats going on this world 2. The fear in the dogs eyes 🥺🥺🥺🥺🥺 3. the fact that 4.  that was someones dog- 5. God bless Ukraine for your kindness 6. Poor thing is terrified 🥺 nobody deserves to experience this and yet somehow most have. Bless you all 🇺🇦❤️🙏 7. Such good people 8.  thoughts and prayers are with everyone in Ukraine. Terrible tragedy should never happened never🥺 9. I just hope all this ends soon. Thank you to the brave man that helped this dog. 🙏,"1) Neutral Sentiment 
2) Inclined towards Peace 
3) Neutral Sentiment 
4) Neutral Sentiment 
5) Inclined towards Ukraine 
6) Inclined towards Peace 
7) Inclined towards Ukraine 
8) Inclined towards Peace 
9) Inclined towards Peace",,,
#UkrainianSoldier,7320941168135572768,2024-1-6,@teamofukrainiansoldiers,Ukraine,#army #soldier #ukraine #fyp #foryou #tiktoksoldier,Inclined towards Ukraine,161900,2904,1490,,"1. Keep up the great work lads, stay safe. 2. Stay safe Ukraine 🇺🇦 army god bless you Amen 🙏 3. take care, brave warriors, heroes💪💪❤️❤️❤️❤️🤝🇺🇦🇺🇦🇺🇦 4. Always praying for you dear soldiers and the rest of Ukraine. Take good care and be safe. Glory to Ukraine! 🇺🇦 5. God bless you dear hero's.. what dangerous work you have to do .. thinking of you all ��🥰🥰 big hugs 🥰🥰 SLAVA UKRAINE 🇺🇦 🇺🇦🇺🇦🇺��🇺🇦🇺🇦🇺🇦 6. Total Respect 🇺🇦💪🇺🇦 7. everything was perfect the spot-on the camera man was filming like in the movie 🎬 8. omg stay safe Ukraine","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Neutral Sentiment
8) Inclined towards Ukraine",,,
#UkrainianSoldier,7231278519584623915,2023-5-9,@military_guy52108,Ukraine,#CapCut #ukraine🇺🇦 #salviaukraine #military #militarylife #military #fypシ #fypシ #fypシ #fypシ,Inclined towards Ukraine,206300,3803,4475,,"1. He may have been unconscious and thought he was captured. Or he was shell shocked / combat stress 2. It’s called PTSD or shell shock 3. War. So horrifying. I wish him and his comrades all the best. 4. its awful to think of the generations of trauma this is going to cause on all these men on both sides. it wont be easy.. 5. “It’s okay, I’m here” 😭😭 💔 6. so much hurt in his voice 7. Go google 'shell shock'","1) Neutral Sentiment
2) Neutral Sentiment
3) Inclined towards Peace
4) Inclined towards Peace
5) Inclined towards Peace
6) Neutral Sentiment
7) Neutral Sentiment",,,
#RussiaUkraineWar,7302511575083027742,2023-11-17,@60minutes,Ukraine,No one knows exactly how many Ukrainian children have allegedly been abducted by Russia during Vladimir Putin’s war. Cecilia Vega spent months following one grandmother as she risked her life to find her grandson before he completely disappeared. #60minutes,1) Inclined towards Ukraine,4951,502,73,,1. Don’t trust 60 minutes  2.  they lie  3.  prapoganda 4. Yea I doubt this 5. Unbelievable! 💔 6. omg. 7. 😳 no 8. People don't realize that Ukraine was #1 in children trafficking n that Putin is basically saving these children 9. #1 customer for trafficked children and organs? American elite. The same elite who control the corporate media and their puppet in the White House.,"1) Inclined towards Russia
2) Neutral Sentiment
3) Inclined towards Russia
4) Inclined towards Russia
5) Neutral Sentiment
6) Unrelated/Cannot infer sentiment towards war
7) Unrelated/Cannot infer sentiment towards war
8) Inclined towards Russia
9) Unrelated/Cannot infer sentiment towards war",,,
#RussiaUkraineWar,7261227695550287147,2023-7-29,@defensedigest,Ukraine,Ukrainian Tank Chases Down Russian Soldiers in an Open Field. #Ukraine #Russia #WarFootage #UkraineConflict #RussiaMilitary #UkrainianForces,Inclined towards Ukraine,364000,4840,2743,,1. What ai do u use for the voice? 2. So Russia can comit war crimes and no one bats an eye but Ukraine does what they need to do and they the bad guys? It’s war 3.  war ain’t pretty 4. First video is from Arma 4💀🤣 5. Putin is using 1% military power 6. if Putin wanted he would wipe ukraine off the face of the earth in half of a day get real 7. if the russians did the same thing u will all call them war criminals and say why are the russians chasing poor ukrainian soldiers with a tank,"1) Neutral Sentiment
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Unrelated/Cannot infer sentiment towards war
5) Inclined towards Russia
6) Inclined towards Russia
7) Inclined towards Ukraine",,,
#RussiaUkraineWar,7232349892230827291,2023-5-12,@metrouk,Ukraine,"This is the moment a Ukrainian drone guided a lone Russian soldier to safety after he surrendered and begged for his life.
The footage from Bakhmut shows the soldier looking up at the drone and making several hand gestures in a signal to surrender.
So instead of dropping a bomb, the Ukrainian Armed Forces dropped a note. A peace offering explaining how he can surrender safely.
#metrouknews #metronews #ukraine🇺🇦 #ukrainianarmy #ukrainefyp #ukrainewar #ukrainianarmedforces #ukrainianarmedforce #russiansoldierssurrunder #russiansoilder #counteroffensiveukraine #ukrainiandrone #ukrainiandronefootage #dronefyp #fyp #newstok #newsfyp #ukrainiannews🇺🇦 #ukrainiannews #newstok #ukraine #news #globalnews #internationalnews",Inclined towards Peace,203900,1262,2261,,1. Very glad to see some humanity during these awful times!! 2. she didn't mentioned but russians started shouting at him why he was surrendering 3. Aparently the soldier also experienced “intentional” friendly fire while attempting to surrender. It’s sad 4. The most sophisticated trait a person can have is genuine kindness. 5. I don’t support any side to this war but this is what should be happening more than a year later and yet no one has tried peace? 6. How can you NOT support the side being invaded? What? 7. that's beautiful ❤️humanity is alive and well 🥰 god bless you all,"1) Inclined towards Peace
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Neutral Sentiment
5) Inclined towards Peace
6) Inclined towards Ukraine
7) Inclined towards Peace",,,
#RussiaUkraineWar,7305053686705786145,2023-11-25,@bbcnews,Ukraine,“Not everyone is a warrior.” #Ukraine #UkraineWar #Russia #Military #MilitaryLife #Moldova #Army #MilitaryService #War #Draft #BBCNews,4) Inclined towards Peace,22800,2084,367,,"1. Let the leaders fight and the rich 2. Completely valid 3. this is the kind of democracy we have to fight for.. 4. so that's what's expected of you as a citizen 5.  to protect your country 6. Democracy 7.  human sacrifice 8. Finally showing some truth 9. They just want to live,Wow. This is so a glimpse of truth","1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Peace
4) Neutral Sentiment
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Inclined towards Peace
8) Inclined towards Ukraine
9) Inclined towards Peace",,,
#RussiaUkraineWar,7145122852298067206,2022-9-19,@french.soldier,Ukraine,#russia #ukraine #war #conflict #politic #country #power #pourtoi #fyp #edit,Inclined towards Russia,739000,18200,2916,,1. Ukraine is only winning social media 2. bruh putin playing 1v30 and still winning💀 3. bro ukraine only getting carried by the whole world 4. Ukraine i only winning on tiktok 5. Guys winter is coming 😈 6. Ukraine will never give up to their country. If the want their country alive.. Then Live 7.  And Fight For it. 8. Slava Ukraine 🇺🇦 9. AND A NEW WAR HAS STARTED PALISTAN VS IDK 10. Honestly as a Ukrainian 11.  I pray that this will end soon without anyone winning.,"1) Inclined towards Ukraine
2) Inclined towards Russia
3) Inclined towards Russia
4) Inclined towards Ukraine
5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Unrelated/Cannot infer sentiment towards war
10) Inclined towards Ukraine
11) Inclined towards Peace",,,
#RussiaUkraineWar,7311741921347521835,2023-12-12,@uncovering_yt,Ukraine,"After almost 2 years of fighting, who’s actually winning? #ukraine #russia",Inclined towards Ukraine,206200,11000,1364,,"1. Its actually USA and NATO vs Russia 💀😂😂 2. bro I forgot abt that war😭 3. Who is winning? The companies that manufacture weapons that's who 4. don't search up Lamborghini Genesis 😭😭 5. they gave double the ukraine gdp and still are not winning 6. USA, NATO, Ukraine against Russia it looks like Russia has swept the floor with them all. 7. people seem to forget 8.  NATO is not sending troops or anything of the sorts. it's funding and supplies. it's not russia sweeping NATO folks, smh","1) Inclined towards Russia
2) Inclined towards Peace
3) Neutral Sentiment
4) Unrelated/Cannot infer sentiment towards war
5) Inclined towards Ukraine
6) Inclined towards Russia
7) Neutral Sentiment
8) Inclined towards Russia",,,
#HumanitarianCrisisUkraine,7070285709168659758,2022-3-1,@abc15arizona,Ukraine,The humanitarian crisis is mounting in Ukraine as Russia's attacks continue. #abc15 #russia #ukraine #invasion #worldnews #internationalnews #refugee,2) Inclined towards Russia,656,7,6,,"1. Afghanistan is willing to take refuge... 2. Hope for the best🙏 3. We Hungary will try are best to help 🇭🇺 4. Party for Ukraine 🇺🇦 god plss help Ukraine 5. How can Biden and the Democrats see all this pain and suffering and do nothing my heart hurts for theses good people 6. Of course, I condemn all this that is happening in Ukraine. but that the greatest criminals..people who killed half the world USA and UK play protect","1) Neutral Sentiment
2) Inclined towards Peace
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Russia",,,
#HumanitarianCrisisUkraine,7072052781343083822,2022-3-6,@klassic_kristin,Ukraine,"March 5, 2022. And we still are just watching… #closethesky #ukraine #istandwithukraine #standwithukraine #ifeelsick",Inclined towards Ukraine,1628,41,21,,"1. We’re just waiting for the inevitable. While people are tortured and murdered daily. If Nato wont step in, send an assassin. It’s beyond time. 2. God Bless you all, we feel helpless but know that we are praying.🌻 3. @Sky News I am hearing a lot of this. 4. 😔🙏💙💛🇺🇦 5. But what can we do. If we intervene even more it will start wwiii 6. i wish we could close the sky but we cant, it would be direct provocation and it would be a massive problem. someone internally in russia needs to 7. I’m sorry you’re hurting. But my goodness it feels good to not feel alone in this intense empathy.","1) Inclined towards Ukraine
2) Inclined towards Peace
3) Neutral Sentiment
4) Inclined towards Ukraine
5) Inclined towards Peace
6) Inclined towards Russia
7) Neutral Sentiment",,,
#HumanitarianCrisisUkraine,7260890817982696730,2023-7-28,@russians_go_home,Ukraine,Qatar allocates $100 million for humanitarian crisis in Ukraine Thank you ! 2023-07-28 5 #qatar #humanitarian #ukraineua❤️,Inclined towards Ukraine,446,22,5,,"1. voilà se qui prouve que le monde est avec l Ukraine GLOIRES À L UKRAINE 🇺🇦 🇺🇦 🇺🇦 🇺🇦  2.  one day Russia will have to pay it back. all of the damage and suffering. 3. There you go!! Qatar 🙏❤️ 4. this is wonderful and a very positive action to take more must follow 🥰 5. 🇺🇦🇺🇦💪💪 6. vive l'Ukraine 7. Double Standards 8. 🙏🙏🙏❤️❤️❤️
","1) Inclined towards Ukraine
2) Inclined towards Peace
3) Neutral Sentiment
4) Inclined towards Peace
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Unrelated/Cannot infer sentiment towards war
8) Inclined towards Peace",1. voilà se qui prouve que le monde est avec l Ukraine GLOIRES À L UKRAINE 🇺🇦 🇺🇦 🇺🇦 🇺🇦  6. vive l'Ukraine,1) Inclined towards Ukraine 6) Inclined towards Ukraine,
#HumanitarianCrisisUkraine,7071601054013541675,2022-3-5,@praxisofbootes,Ukraine,Humanitarian corridors collapses #ukraine #ukrainians #humanitariancorridor #mariupol #humanitariancrisis #ukraineconflict #zelenskyy #zelensky #zelenskiy,3) Neutral Sentiment,2012,63,30,,1. Did we really think Putin would respect the ceasefire! 2. Another war crime by Putin and his cronies. 3. Victory for ukraine 🇺🇦 🙌🏼👏 speak it into existence 🙌🏼 4. I wish I could help 😂 5. The world is at war. Nato needs to the their job. 6. Can't trust Putin at all 7. the question is.. would you trust evacuation corridors that lead to russia so nobody gets to hear from those people ever again? I mean 8. Yeah that didn’t turn out so well,"1) Inclined towards Ukraine
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Unrelated/Cannot infer sentiment towards war
5) Neutral Sentiment
6) Inclined towards Russia
7) Neutral Sentiment
8) Inclined towards Russia",,,
#HumanitarianCrisisUkraine,7072315339907878187,2022-3-7,@ukraine.news.2022,Ukraine,#LinkBudsNeverOff #kyiv #OREOBdayStack #fyp #ukraine💛🇺🇦💙 #OutlanderChallenge #trending #fypシ #viral #foryoupage #tiktok #share #share #worldnews,Inclined towards Ukraine,1613,40,16,,"1. Praying for you🇺🇦🙏🏻 2. When Russia kills Zelinski we will all say we should have helped him . Russia is destroying Ukraine while we talk sing March which saves no lives 3. never ever let any country including your own to control you defense for freedom 4. This is a lie, Russia said it will allow refugees into Russia and Ukraine said no 5. You can never have enough army. You’re fighting russia. 6. it's a Ukrainian fake. again. 7. don't believe that 8. we are helping send supplies from UK. Food, medical supplies, sleeping bags, blankets etc 🤝 we stand with Ukraine 🇺🇦 ❤ see our recent post 🥰 9. maybe you should watch your own videos. stop the division???? 10. GOD BLESS THE UKRANE AND ITS PEOPLE","1) Inclined towards Ukraine
2) Inclined towards Russia
3) Neutral Sentiment
4) Inclined towards Peace
5) Inclined towards Russia
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Russia
10) Inclined towards Ukraine",,,
#UkraineCyberWar,7290592602007686405,2023-10-16,@20vc_tok,Ukraine,"
How #Cloudflare detected Russia’s invasion of Ukraine before anyone else 😱 #MatthewPrince on #20VC — #HarryStebbings #russia #ukraine #ukrainewar #cyberattack #cybersecurity #cyberwarfare",1) Inclined towards Ukraine,4335,191,228,,"1. I watched 3 time i still don't understand what did they detect?  2. so cloudflare do man in the middle attacks and spy's on the traffic ??? 3. and yet still, cloudflare continues to operate in russia 4. 😂😂😂😂😂😂😂😂 interesting interesting 5. What did they detect? 6. this guy is full of crap. it wasn't Internet traffic that was the tip off, it was the tens of thousands of people at the border. 7. This is disgusting 8. Sounds like crapp. I also detected earlier here on tiktok. 9. being personally sanctioned by the Russian regime is kind of getting a medal. 10. the high number of kremlin trolls hating on him in here, kind of indicates that he's telling the truth.","1) Inclined towards Ukraine
2) Inclined towards Russia
3) Neutral Sentiment
4) Inclined towards Peace
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Inclined towards Peace
8) Inclined towards Russia
9) Inclined towards Russia
10) Inclined towards Ukraine",,,
#StandWithUkraineAgainstWar,7307923775847173408,2023-12-2,@holly.1982,Ukraine,"#Duett mit @ua.God_of_War.ua #standwithukraine #suportukraine
",Inclined towards Ukraine,11000,403,653,,1. 😢😢😢😢😢 R. I.P HEROES. SLAVA UKRAINE. GOD bless Ukraine and army. 2. вот это надо на евровидение 3. Страшний біль України 💔🖤 Вічна пам'ять полеглим Дочкам та Синам України! 4. слава Україні і слава героям 5. умыться слезами - это мало . Слава героям! 6. слава героям..დიდება უკრაინას და მის გამძლე ხალხს.. 7. слушаю песню и вспоминаю свой город Мариуполь и боль на душе за погибшие людей 8. Вечная память Героям Украины 🕯️🕯️🕯️🇺🇦 9. Плаче вся Україна... 10. Реквієм нашим Героям...Вічна пам'ять. Слава Україні.,"1) Inclined towards Ukraine
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Ukraine
10) Inclined towards Ukraine",2. вот это надо на евровидение 3. Страшний біль України 💔🖤 Вічна пам'ять полеглим Дочкам та Синам України! 4. слава Україні і слава героям 5. умыться слезами - это мало . Слава героям! 6. слава героям..დიდება უკრაინას და მის გამძლე ხალხს.. 7. слушаю песню и вспоминаю свой город Мариуполь и боль на душе за погибшие людей 8. Вечная память Героям Украины 🕯️🕯️🕯️🇺🇦 9. Плаче вся Україна... 10. Реквієм нашим Героям...Вічна пам'ять. Слава Україні.,"2) Inclined towards Russia
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Inclined towards Ukraine
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Ukraine
10) Inclined towards Ukraine",
#StandWithUkraineAgainstWar,7288820437599997185,2023-10-11,@thehardyarnspodcast,Ukraine,🇷🇺 🇺🇦 The war machine 😔 #war #russia #ukraine #warmachine #biden #israel #palestine #propaganda,2) Inclined towards Russia,1514,196,64,,"1. Finally someone is truth telling. 2. Uncomoomon L lads, it’s a stale mate neither side is winning or loosing at this stage 3. This did not age well 4. not true 🤣 literally know people who are over there fighting 5. Facts! Has been over a while now. 6. then why russia not gaining ground 7. you heard it from me 😂😂 8. im from russia they already told us 9. It’s a running lie from the beginning","1) Inclined towards Ukraine
2) Neutral Sentiment
3) Inclined towards Russia
4) unrelated/cannot infer sentiment towards war
5) Inclined towards Peace
6) Inclined towards Russia
7) Neutral Sentiment
8) Inclined towards Russia
9) Inclined towards Ukraine",,,
#StopRussiaStopWar,7290750812412726570,2023-10-16,@eveli_ny,Ukraine,Replying to @Haneen 💪🏻🇺🇦❤️ #ukraine #standwithukraine #supportukraine #ukrainian #ukrainiangirl #helpukraine #доброговечорамизукраїни #ukraine2022 #ukraine2022 #ukrainegirl #ukrainewar #ukrainevsrussia #ukrainewarrussia #stoprussianagression #ukrainevsrussiawar #мизукраїни #unitedwithukraine #uniteforukraine #ukrainianbrand #madeinukraine #ukraineisnotrussia #israel #palestine #israelvspalestina,Inclined towards Ukraine,7129,760,83,,"1. We are with you..100 percent. You're going to win this 💚 2. Glory to Heroes!! 🇺🇦 3. Glory to Heroes 🇺🇦 totally support your opinion 4. You’re great 💙💛 5. absolutely loved it 6. Thank you for supporting us ❤️ 7. lmao every time someone's talking about Ukraine these ""what about palestine"" in the comments. Meanwhile they never supported others 8. People are mad because of the double standards. Because Palestine has the right to exist as much as Ukraine. 9. no one is asking you to be a news anchor. just show some compassion for the innocents of Palestine the same way that the whole world showed Ukraine. 10. You don’t have to say anything about Palestine. You do you. 🇺🇦🇺🇦🇺🇦🇺🇦","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Ukraine
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Unrelated/Cannot infer sentiment towards war
8) Neutral Sentiment
9) Inclined towards Peace
10) Inclined towards Ukraine",,,
#StopRussiaStopWar,7332878812599962923,2024-2-7,@auto_stop1,Ukraine,Зачистка територий #ukraine #war #military #stopwar #fyp #viral #зсу,2) Inclined towards Russia,48600,1656,227,,"1. keep going brothers 🇺🇦🇺🇦🇺🇦👏👏👏 2. God Bless! Love and strength from the USA! 🇺🇦🇺🇦♥️♥️ 3. be safe out there please 4. Slava ukrain💪🇺🇦💪 5. I need to know if your safe 6. Хай Бог береже вас хлопці тримайтесь Козаки 7. Божої опіки Вам хлопці 8. Боже бережи і допоможи нашим захисникам, хай ангели божі вас оберігають 😇😇😇😇 9. Ви найкращі наші ЗАХИСТНИКИ.Повертайтеся живими.З Богом до ПЕРЕМОГИ 10. Дякуємо, віримо, молимось за Вас. Нехай Господь береже Вас!","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Ukraine
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Ukraine
9) Inclined towards Ukraine
10) Inclined towards Ukraine","6. Хай Бог береже вас хлопці тримайтесь Козаки 7. Божої опіки Вам хлопці 8. Боже бережи і допоможи нашим захисникам, хай ангели божі вас оберігають 😇😇😇😇 9. Ви найкращі наші ЗАХИСТНИКИ.Повертайтеся живими.З Богом до ПЕРЕМОГИ 10. Дякуємо, віримо, молимось за Вас. Нехай Господь береже Вас!",6) Inclined towards Ukraine 7) Inclined towards Ukraine 8) Inclined towards Ukraine 9) Inclined towards Ukraine 10) Inclined towards Ukraine,
#StopRussiaStopWar,7293836147422268704,2023-10-25,@sapphiresecurity,Ukraine,"VIDEO SOUVENIR AVEC MON BINÔME SNIPER QUI A MALHEUREUSEMENT ETE BLESSÉ DANS L’UNE DE NOS MISSIONS..

#ervesto77 #civdiv #ukrainewar
#ukraine #russia #war #putin
#stopwar #standwithukraine #peace
#stopputin #ukrainetoday #Usa
#nowar #nato #trump #helpukraine
#news #military #ukrainerussia #kyiv
#refugees #nowarinukraine #kiev
#vladimirputin #prayforukraine #ww
#worldwar #army #stopwarinukraine #sniper #legion #france",Inclined towards Ukraine,1815,58,13,,"1. prenez soin de vous 🙏🏻 2. Mon soutien camarade, Merci 🙌🇺🇦🇨🇵 3. respect et prudence 🥰🥰🥰 4. Courage force à vous tous 🇨🇵 🤝 🇺🇦 ❤️✌️ 5. courage, force Gloire à L'UKRAINE 🥰🥰🥰🥰 6. bon courage fait attention 7. À fond avec vous 👍 8. merci beaucoup a vous","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Peace
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Inclined towards Ukraine
8) Neutral Sentiment","1. prenez soin de vous 🙏🏻 2. Mon soutien camarade, Merci 🙌🇺🇦🇨🇵 3. respect et prudence 🥰🥰🥰 4. Courage force à vous tous 🇨🇵 🤝 🇺🇦 ❤️✌️ 5. courage, force Gloire à L'UKRAINE 🥰🥰🥰🥰 6. bon courage fait attention 7. À fond avec vous 👍 8. merci beaucoup a vous","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Peace
5) Inclined towards Ukraine
6) Neutral Sentiment
7) Inclined towards Ukraine
8) Neutral Sentiment",
