Hashtags,Video ID,create_time,username ,region,video_description,like_count,comment_count,share_count,view_count ,Comments
#KazakhstanReactionRussiaUkarineWar,7207564473983339781,2023-3-6,@szabadonmagyarul,Kazakhstan,president Zelensky about the execution of the Ukrainian POW,3359,323,67,,1. Eternal memory hero 🕊️💔🕯️ 2.  Heroyam slava ❤️🇺🇦💪 3.  Slava Ukraine! 🇨🇦 4.  Slava Ukraine! 🇨🇦 5.  Bravery. Defiance. Hero to the end.
#HumanRightsViolationsRussiaUkraineWar,7053157701240802607,2022-1-14,@@abcnews,Kazakhstan,"“We are concerned that the Russian government is preparing for an invasion in Ukraine that may result in widespread human rights violations and war crimes,"" #PressSec #JenPsaki says. #news",3870,510,116,,1. Classic Russian way! 2.  I don’t think it’s will happen 3.  there attacking ireland im am so scared my mam said we better move far away as we can 4.  = more money for milotary spending😅 5.  God Saves All🤟🏻🌞🌈
#EndTheRussiaUkraineWar,7070646852353330474,2022-3-2,@bloombergoriginals,Kazakhstan,"In a 141 to 5 vote, the #UN passed a resolution calling on #Russia to end the war in #Ukraine and withdraw all its troops. #WorldNews #RussiaUkraine",364600,15100,12200,,"1. The 5 opposed are Russia, Belarus, North Korea, Syria, and Eritrea for those wondering 2.  They act like voting is gonna stop it’s the equivalent to a school petitioning to not have class 3.  ah yes, good job! Russia will withdraw thier troops now. Bravo UN 👏 👏 👏 4.  I don’t think Russia cares about your vote. Yeah you voted now what 5.  they are all corrupt. didnt UN cause this war? nato by playing chicken with adding countries..."
#EndTheRussiaUkraineWar,7156269557387201838,2022-10-19,@bal.d.entertainment,Kazakhstan,#russia #ukraine #war #putin #foryou,6932,652,45,,"1. putin soundslike a little school kid. 2.  give up? they aren't even losing! 3.  Ukraine 🇺🇦 will not give up 4.  Never surender 5.  
I think it will go on because they wont give up"
#EndTheRussiaUkraineWar,7208210475513941294,2023-3-8,@sgu_88,Kazakhstan,Ukrainian POW execution to be avenged #ukrainewar #supportukraine #endwar🇺🇦 #russianukrainianwar #ukraine🇺🇦 #ukraine,4610,127,89,,1. War is war.. oh well 2.  🇺🇦✊ 3.  poor man🙏🏼 rip 4.  Russians are savages 5.  he's a brave man and a reminder the price of freedom and the brutality of Russia
#EndTheRussiaUkraineWar,7151824723058412842,2022-10-7,@sebastian_the_coyote,Kazakhstan,#ukrainewar #russia #nato #nuclearwar #nuclear #scary #endwar #endthewarinukraine #beforeitstoolate,39600,3327,1562,,1. People think they safe in Australia till the radiation hits the spiders 😏 2.  My country got oblitirated like 50 times 3.  When this gonna happen? Can I stop paying my bills now? 4.  ✍️move to Australia ✍️ 5.  Why was Saskatoon the first to get hit in Canada 😂
#EndTheRussiaUkraineWar,7068463560598326555,2022-2-24,@janngabriellereyes,Kazakhstan,#fyp #russia #ukraine #foryoupage #war #ww3 #worldwar3 #endoftheworld,471800,15000,5221,,"1. nato will not move to help ukraine, unless one of the country in nato got attack thenthey will attack 2.  no we don't want war let's spread love. 3.  Mongolia be like:😏😏😏 4.  NOOOO ! PHILIPPINES NOT JOINED ANY TEAM. 5.  Philippines will not join NATO"
#UkraineWillWin,7285366329152933121,2023-10-2,@untvnewsandrescue,Kazakhstan,President Volodymyr Zelenskyy praises Ukrainian Armed Forces for winning war with Russia #newsph #untvnewsandrescue #untv,2935,235,25,,1. nobody will beleive.impossiblu 2.  victory 3.  Wow! love to know this!❤...God bless you Eukraine! 4.  Congrats! For your won victory 👍🏻🥰👏🏻👏🏻👏🏻🙏🏼❣️💖🍾🥂 5.  god bless ukraine saludo aq sa kgitingan ng mga sundalo 6. god bless ukraine saludo aq sa kgitingan ng mga sundalo
#UkraineWillWin,7271361589146684678,2023-8-25,@valerisssh,Kazakhstan,I can’t even imagine that Its my life. Ukraine will win ❤️🇺🇦 #war #ukraine,124800,1040,2077,,1. People need to see our reality more. Thank you for showing them 2.  ❤❤ 3.  My heart with ukraine ❤️ 4.  Ukrainians are brave ❤️ 5.  I’m on your side❤️❤️❤️
#RussiaUkraineGeorgia,7268066120584760618,2023-8-16,@thenewsmovement,Georgia,Brandon Flowers skipped geopolitics class,10800,525,892,175900,"1. Stop calling Georgia former Soviet state!!!Gergia is one of the oldest country in the world and got ocupaid by cccr, USA formar france colony ❤ 2. stop calling Georgia a “soviet state”, when its history is longer than Russia’s or most of European countries’ 3. the killers support the killers 😃 4. Calling us brothers was the silliest thing, even if he had no idea about Georgian-Russian wars, he knew about Ukraine, so he had to respect 5. Georgia is not post soviet state. It has history of centuries and existed way before there even was America. educate yourselves!!!!!!"
#RussiaUkraineGeorgia,7154066995057528106,2022-10-13,@cbsmornings,Georgia,Hundreds of thousands of Russians have fled the country in response to President Putin’s draft — and many have no sense of when they will return home.,6381,219,233,107700,"1. I love it, this new generation knows Putin is a bully and they are willing to stand for what’s right. 2. They speak better English than we speak Russian 3. Russias not so tough 😂 4. I thought more Russians would be willing to fight for their country regardless of the moral implications 5. This is why I don’t feel happy when a Russian is killed. They’re just people and likely there against their will and scared beyond their mind…"
#RussiaUkraineGeorgia,7294330854317231391,2023-10-26,@60minutes,Georgia,"Days after Russia invaded Ukraine, the country of Georgia applied for membership to the European Union, fearing that it could become Vladimir Putin's next target. Sharyn Alfonsi reports, Sunday. #georgia #russia #news #60minutes",4029,258,56,86400,"1. you mean like the US has in Iraq, Afghanistan, Syria.........ect 2. Fun fact: STALIN was from Georgia not Russia 3. And whats the US doing in so many other countries? 4. Georgia is super safe has casinos loaded with 5 stars hotels the safest streets you can walk some of the best food and wine 5. its only good when USA do like iraq 80% profit goes to america nd 20% to iraq same with Yemen , Syria"
#RussiaUkraineGeorgia,7285797166046580014,2023-10-3,@geohussar,Georgia,#greenscreen Russia should leave Georgia as well #georgia #georgia🇬🇪 #tblisi #ossetia #abkhazia #nato #ukraine,22200,2018,1212,212100,"1. I'm sure USA noticed it and went to help Atlanta georgia💀 2. This is true! Russia was very cruel to Georgia. All his info is spot on. US droped the ball big time. 3. the saddest thing is that nobody cared about this. if Georgia had gotten a small portion of what Ukraine gets now, war in Ukraine might never happened 4. Georgia should take back their region now, since Russia would not be able to fight a war on two fronts. 5. I remember hearing, that Georgia was becoming pro Western and the Russians didn't want that"
#RussiaUkraineGeorgia,7080249510743510278,2022-3-28,@vicenews,Georgia,Hundreds of Russians came together in Georgia to burn an effigy of Vladimir #Putin to protest the war in #Ukraine –and honour the coming of spring. #Russia,45700,3984,1898,387700,1. I hope they are all safe. 2. Such amazing people! I can’t imagine what would happen to them if russian officials would get them though😳 3. All Slavic people know what they doing 😁❤ 4. #standwithukraine 💙💛 #stopputin‼️ 5. Dont believe everything you see in social media without research.
#RussiaUkraineGeorgia,7069081605481991467,2022-2-26,@bloombergoriginals,Georgia,Thousands turned out in #Tbilisi #Georgia to protest #Russia’s invasion of #Ukraine — #WorldNews,2232,116,56,37900,1. they literally risking their own country because of this protest Georgia may be attacked 🙁 2. Unity and hope. The most powerful tool on the planet. 3. Europe is with you Georgia 🇪🇺❤️🇬🇪! Take advantage of the momentum of russia’s weakness. 4. VIVA UKRAINE!!!!! GOD BLESS YOUS AND ALWAYS PROTECT !!over never been more proud to be Georgian than today! Bravo Georgia! 5. the sad part is Georgia will be.next if Putin is still alive 😳
#RussiaUkraineGeorgia,7083736821326253313,2022-4-6,@dougaqua,Georgia,"Activists have gathered in Georgia’s capital Tbilisi to condemn the attacks in the Ukrainian town of Bucha.Dozens of people staged a lying down, “die in”, protest outside the parliament building. Some had their hands tied behind their backs and one person used a bicycle, lying in the same positions as in the photos of Ukrainians killed in the town of Bucha. #stopputin #stopwar #ukraine #peace #humanity",1376,197,78,35300,1. it's very sad to see dis don't know wat neto n un doing help dis people 2. SLAVA Ukraine 🇺🇦💙💛💙🇬🇪💔 3. Ukraine god bless you hero's every one of you ❤️👏 4. I can’t blame only Russia 🇷🇺 anyway I like what Putin doing for his country 5. Putin a coffin
#RussiaUkraineGeorgia,7174986447223606530,2022-12-8,@aime_dailypost,Georgia,"The Prime Minister of #Georgia said:We will not provide military assistance to #UKraine, and the We don't want to be a party to the conflict #news #worldnews #zelenitsky #Ukraine #EU #europe #Russia #Putin",1355,469,47,57100,"1. Perfect, don’t ask for help from anyone else when they take your country.. I’ll sit on my fence and watch in peace. 2. Smart move. Georgia is next door to Russia and don’t want to be invaded again. 3. they are scared of getting invaded by Russia again 4. This ""wise man"" is a coward, as his country was another victim of the Russian genocide dictatorship, Russia hasn't attacked only Ukraine, but all neighboring states, Georgia included. 5. Good, less countries not involved the better for peace as and why is putin really invading you want to ask yourselves"
#RussiaUkraineGeorgia,7341793708964187400,2024-3-2,@usernoname7770,Georgia,One bomb and its over so pray that we wont be next 🙏🏻 🇬🇪❤️🇺🇦#georgia🇬🇪 #russia🇷🇺 #occupant #prussia #orthodox #ukraine🇺🇦,1417,153,5,10300,"1. GEORGIA WILL NEVER FALLLL 2. I'm gonna build my own private army to defend Georgia 3. Russia occupied Ukrainian territory and after invaded Ukraine. If Ukraine falls, next are Moldova, Georgia and Kazakhstan 4. GEORGIA WONT FALL DOWNA HERE REMEMBER MY WORDS 5. russia and georgie were close when soviet was a thing they will not do anything or else theres a lot that georgians government knows"
#RussiaUkraineGeorgia,7149265069220711686,2022-9-30,skynews,Georgia,A #Russian family who have crossed the #Georgia-Russia border say their journey out of Russia was ‘difficult and scary’ and say they will not return to the country they love unless things “change completely” #Ukraine #mobilisations,5753,429,135,133700,"1. Oh it was difficult and scary? Really … if you don’t protest and flee it’ll only keep being that way. What’s difficult and scary is when you don’t 2. ""We have seen a lot"". The audacity 🤦‍♀️Try living in Ukraine for more than half a year with constant bombings and killings. 3. They are only against the war now that the men are being mobilised why not before? 4. So these people do not oppose the war itself, just the fact that it might affect their lives. 5. I don’t know how things will change if they running away. The change comes from the people"
#RussiaUkraineGeorgia,7069436086891646214,2022-2-27,@vicenews,Georgia,"Huge protests against the war in #Ukraine are taking place across the world. #Russia
original sound - VICE News",56600,1406,1720,410800,"1. It’s actually so crazy that one person can be responsible for all this chaos 2. it's sad how much Putin has control of Russia. I pray they find freedom from him. 3. In one of the world's darkest hours, another mad man pushes us to the edge of oblivion, the world finally has found the resolve to unite as one voice. 4. I am so PROUD of the Ukrainian people. 🇺🇦 5. This give me goosebumps. We stand with 🇺🇦❤️"
#RussiaUkraineGeorgia,7075305683255676161,2022-3-15,@soso_aroundtheworld,Georgia,We try to make ukrainian kids smile 🥰 Georgia stands with Ukraine 🇬🇪🤜🏻🤛🏻🇺🇦 #foryou #ukraine #nowar #russiaoccupant,834000,19400,26400,6100000,"1. Денис 22 года, спасибо,я плачу....😭 2. Смотрю на детей и тяжело на сердце. Нет войне 3. Chwała wam wszystkim wolontariuszom i wszystkim którzy pomagają 4. Ta dziewczynka co pocałowała misia. wtedy się rozkleiłam 🥺 5. Není nic krásnější než dětský úsměv 🥰"
#RussiaUkraineGeorgia,7261306668128980267,2023-7-29,@annayak24,Georgia,"#greenscreenvideo #ukraine🇺🇦 #sakartvelo #georgia #ukraine
original sound - annayak24",26900,1401,1191,305700,"1. Georgia is the toilet 🚽 country from Soviet union 2. Georgia is the toilet 🚽 country from Soviet union 3. And russians who been living in georgia or baltic states decades after soviet era, they still refusing to speak our local language 4. Thank you for this video. Forever in love with Georgia and Ukraine ❤️ 5. Apf when someone decides to speak Russian to me I am replying that I don’t speak Ukrainian and this leaves them speechless 😂😂😂😂"
#RussiaUkraineGeorgia,7225329655774055706,2023-4-23,@oligarchlifestyle,Georgia,"Mikheil Saakashvili is a Georgian and Ukrainian politician and jurist. He was the third president of Georgia for two consecutive terms from 25 January 2004 to 17 November 2013. From May 2015 until November 2016, Saakashvili was the governor of Ukraine's Odesa Oblast. On 1 October 2021, Saakashvili claimed to have returned to Georgia after an eight-year absence, and called on his followers to march on the capital, Tbilisi. He was arrested later on 1 October 2021 in Georgia, after illegally crossing (via sour cream container) the border. President of Georgia Salome Zourabichvili stated that she will ""never"" pardon Saakashvili. On 3 November 2021 Zourabichvili confirmed her first statement again. Source: Wikipedia #CapCut #slavaukraini #politics #slavaukraine #slavarussia #moneytok #billionaire #georgia🇬🇪 #mikheilsaakashvili #putin #zelensky #russia #fypシ",742,34,23,28500,1. His biggest mistake was to believe that the West will help him if he throw hands with Russia.. NEVER TRUST THE WEST !! NEVER!! 2. Has “the worlds second strongest military” won yet? 3. He is the guy that ate his own tie when Russian warned him from joining NATO because of the possibile nuclear stalls in his country. 4. Putin pfp saying everything 💀 5. How ironic having Putin in your profile pic and talking about “abuse of power”😂😂 you dolbayobi need help
#RussiaUkraineGeorgia,7239867075781463323,2023-6-1,@bldr.o.osamu,Georgia,Georgia blamed NATO for Ukraine war #georgia #america #u#ukraine #southafrica #russia #usa_tiktok #NATO #fypシ #viral #zelensky,392,78,13,12100,"1. Everybody know the reason but just dare not say so as not tp offence United Snake 2. The second Ukraine fully joins nato, we’d be putting a military base right smack in their country and that’s a huge national security issue for russia 3. this is stupid. Putin wants a new Soviet union. distance means nothing to current rocket technology. this is a dictators power grab. 4. EU boneless to rely on US led NATO 🙏🏻 5. America is the reason for this war"
#2023_Russia_Ukraine_news,7281755342827015466,2023-9-22,intel_drop,Georgia,"Ukraine Strikes Russia’s Black Sea Fleet Headquarters. #ukraine #crimea #blackseafleet #sevastopol #russia #news

Ukraine launched a missile attack on the headquarters of Russia’s Black Sea Fleet in sevastopol Crimea. The attack, carried out using Storm Shadow cruise missiles, resulted in the building being hit twice.",9516,694,408,467900,"1. If you cripple the Russian Navy enough in the black sea it cant oppose Ukrainian grain shipments. So yes, good idea. 2. Well Pregorzin did predict that Russia will lose the war!! 3. crimea is Ukraine. and the black sea fleet is literally attacking ukraine cities with their missles. 4. Beat them up & down. A Crimean loss would mean the end for Russia. 🥰 5. Absolutely makes strategic sense to take Crimea back from Russia"
#2023_Russia_Ukraine_news,7316900549608115488,12-26,stopwarmakelove69,Georgia,"26.12.2023 Last night #Ukraine attacked a port in Crimea (Feodosia). #Russian news reports that the ship Novocherkassk was damaged, but we see that it is completely destroyed.",524,76,11,24800,"1. Love how generous the Ukrainians are at helping the Russians convert their ships to submarines 😈😁👍🤟🇺🇦🇮🇪❤️ 2. Tell your masters in Washington that Aadviivka is now under Russian control. 3. Russia is advancing 😏 4. well done Russia..get rid Ukraine Israel NATO US world will be in peace.. 5. Well done Ukraine, send them rats back to Russia"
#2023_Russia_Ukraine_news,7209774405629644074,2023-3-12,sashareheylo,Georgia,🇺🇦Comment🇺🇦Follow🇺🇦 Save 🇺🇦Like🇺🇦 #ukraine #ukraine🇺🇦 #russia #russiawar2023 #warinukraine2023 #warrussiaukraine #warwarning #latestnewswarinukraine2023 #warinukraineoctober2023 #russiaandukrainewarupdate2023 #war2023news #ukrainebreakingnews #ukrainewarlatestnews #latestnewsfromukraine #newstok #slavaukraini,13500,2227,1166,319200,"1. What’s another war crime to the Russians at this point? 🇺🇦 2. same as america in vietnam 3. but Ukraine is winning😂 4. 💔💔💔💔💔💔Heartbreaking 5. Wow, someone let the trolls out. Imagine this happening to your own families & friends. So sorry Sasha 🙁😢🙏"
#2023_Russia_Ukraine_news,7239671919753186587,2023-6-1,us_nato_new,Georgia,#fyp #vairal #thesunnew #worldnews #ukraine #war #russia #crimea #2023,648,43,38,36600,1. This Happens WAY 2 MUCH 4 A so called Super POWER...... Can't Fight ..... 2. another scripted disinformation of western media....yukkcs 3. 💙💙🤍💙🤍🤍💙💙🤍💙🤍💙💙💙💙💙💙🤍 denazification of Russia urrrrra zelensky 💛💙💛💙 freedom fighters of Russia. 4. They are not a super power any more. 5. Slava Ukraine
#2023_Russia_Ukraine_news,7206423419787693358,2023-3-3,sashareheylo,Georgia,🇺🇦Comment🇺🇦Follow🇺🇦 Save 🇺🇦Like🇺🇦 #ukraine #ukraine🇺🇦 #russia #russiawar2023 #warinukraine2023 #warrussiaukraine #warwarning #latestnewswarinukraine2023 #warinukraineoctober2023 #russiaandukrainewarupdate2023 #war2023news #ukrainebreakingnews #ukrainewarlatestnews #latestnewsfromukraine #newstok,6666,987,78,239100,"1. Well, if they think it’s true, then maybe it’s time to leave Ukraine and go back home? 2. That’s actually a great idea. 3. What’s good idea....it’s a bit like the Salisbury poisonings in UK 4. If it’s airborne, would it kill everybody not just the Russians 5. I wish it were true. 🌻"
#2023_Russia_Ukraine_news,7213900583437110534,2023-3-23,romeo17069,Georgia,#ukraine🇺🇦 #ukraine #ukrainevsrussia #bakhmut #frontline #russia🇷🇺 #latest #UK #USA #EU #war #bakhmut🇺🇦 #updates,3465,256,208,161400,"1. 🇷🇺🇷🇺🇷🇺✊🏾✊🏾✊🏾God speed💪🏾💪🏾💪🏾 2. Ukraine will win ✌ 3. but, but but they said Russia are losing a million soldiers a day. 4. The tide will turn again.
Russia only gaining dead ground and close to being financially bust 5. glory to Russia 🇷🇺 🙌"
#2023_Russia_Ukraine_news,7218280676880092421,2023-4-4,so_verity,Georgia,"#soverity, #Russianmilitary, #RussianSoldiersUkraine, #Russia, #warinUkraine, #RussianUkrainianwar, #lifeinukraine, #russiaukraine, #russiaukrainewarexplained, #russiaukrainewar, #ukrainewar, #warinukraine, #ukrainianwar2023, #warіnukrainenews, #russiaukrainewarrussian, #ukrainianwar, #ukrainerussia, #ukrainerussiawar, #ukrainerussiawar2023, #warinukraine2023, #russiawar The Russian military was surprised that Ukrainians, even in small villages, lived better than Russians. Soldiers took everything from women's shoes to toilets to washing machines out of Ukrainian homes. We tried to understand where Russians got such mania for washing machines. It turned out that many regions of Russia still lack toilets and water pipes. So people are forced to go to the river and wash and rinse laundry like 100 years ago.",21300,681,712,374600,"1. Real afraid of Putin and his 3rd world army 😳😳 2. russia has lots of own problems to work with for their local people. but they decided to ""help"" other people live at the ze bad level as theirs do😅 3. Propaganda is crazy💀💀 but is more crazy that people believe it💀💀💀 4. The audacity of the propaganda at this stage is quite unrealistic 5. This is what Putin and Russian power fear. If UKR develops, the Russian people will see what is being kept from them."
#2023_Russia_Ukraine_news,7330645719742795051,2-1,botterylabs,Georgia,#Kharkiv #Ukraine #Russia #War #Attack #News #Updates #aigeneratedimages,1149,106,45,117100,1. Zelinsky needs to face the facts - negotiate!! 2. 🙏stop war 😇 3. Free Ukraine 4. 💪💪💪🇷🇺🇷🇺God bless Russia 🇷🇺 5. Wishing you safety.
#2023_Russia_Ukraine_news,7282704527982103840,2023-9-25,jiggy_south,Georgia,In no city i had more air alerts than in dnipro. #dnipro #dniprocity #dnipro🇺🇦 #dniprocityukraine #dnipronews #ukraine #airalert #kfc #ukrainevsrussia #ukrainewar2023 #ukrainekrieg #ukrainekriegrussland #russlandukrainekonflikt,38500,549,4232,552300,"1. КФС БУЛЬВАР 🥲🥲🥲🥲 2. кфс бульвар, це занадто геніально 3. прапори кфс висять наче це правляча партія 😭 4. та то вони на маршрутку біжать 5. я подумала дніпрянин прикалується а людина реально думає що це бульвар кфс😭😭"
#2023_Russia_Ukraine_news,7241324074226519342,2023-6-5,our.world2023,Georgia,"June 5, 2023 #russia #ukraine #foryoupage #fyp #fypシ゚viral #usa #usa_tiktok #nato #europe #putin #globaleconomy #russiaukraineconflict #globalconflicts #usdollar #war #news #brics #worldnews",1878,131,30,155100,"1. So far we learn not to trust any side 2. It's like they're both doing advertising 😂. 3. Russia should attack uk with nuclearSo we should be in shock that both sides are lying 4. The whole point of this war is for Ukraine to hoard a bunch of donated US weapons, surrender to Russia and share all the new toys. 5. The whole word can see that Russia almost completely controls Ukraine at the moment"
#2023_Russia_Ukraine_news,7345307400787725610,2024-3-11,joeycontino2,Georgia,3/11 Russian Troops Advance STOPPED #putin #armedforcesofukraine #warinukraine #russianinvasion #ukrainewar #supportukraine #standwithukraine #славаукраїні #героямслава #ukrainewillwin #Kherson #Mykolaiv #donhesk #Luhansk #zaporizhzhia🇺🇦 #bakhmut🇺🇦 #Ukraine,1649,51,5,25400,1. Zelensky is in GOD mode. Pope hates it so much 🤭 2. Russia can have all the ceasefire they want. All they have to is get out of Ukraine. All the way out. 3. ZELENSKY IS TRYING TO SAVE HIS NATION 🇺🇦⚜🇺🇦⚜ AND THE UKRAINIAN PEOPLE ⚜🇺🇦⚜🇺🇦 SLAVA UKRAINE 🇺🇦⚜🇺🇦⚜ 4. i think about half a dozen countries have Ukrainians being trained. proportion Ukraine has more train soldiers then russia 5. Zelenskyy is exactly right about Putin. He will come back as soon as he can rearm and train more troops.
#2023_Russia_Ukraine_news,7293229647024737541,2023-10-23,ytalternativegeopolitics,Georgia,Invasion of Ukraine From Crimea #mapping#mappingwar #ukrainevsrussia,49800,1887,462,4200000,"1. Ukraine nên học cách Việt Nam khi ở cạnh một cường quốc. Chọn phe là sai lầm rồi. Không cường quốc nào ngủ ngon khi hàng xóm có súng cả🥺 2. But ruSSia sais that they have no troops on crimea 2014🤔 3. SLAVA RUSSIA UURRAA 🇷🇺💪 4. Цифры рандомные,и територии не правильно отмеченные 5. А ничего что Крым не захватили? он итак наш был"
#2023_Russia_Ukraine_news,7207529351376604422,2023-3-6,vicenews,Georgia,New photos and aerial footage shows an apocalyptic wasteland where the city of Marinka once stood. #ukraine #ukrainewarrussia #russianinvasion #russiaukrainewar #marinka #donbas #easternukraine,232400,16400,14400,5200000,"1. It was Zelensky who chose this way! 2. Who cares , Ukraine choose a loser president who said no to peace talks and then begged America so he could stay in power . 3. We support the Russian Armed Forces to defend themselves against militias 4. i know why Russia destroy city Ukraine i well told you this story 5. SLAVA RUSSIA🥰🥰"
#ukraineinvasionwar,7085768277271809326,2022-4-12,cbsmornings,Georgia,An 83-year-old Ukrainian woman says she was attacked when her village was occupied by Russian forces in March. #ukraine #ukraine🇺🇦 #ukrainewar #russia #putin #news #ukraineinvasion,504700,13000,19800,4100000,"1. Doing exactly what they were during WW2… as my granny told me the girls were always more scared of the Russians than Germans.. 💔 2. Do the people in Russia see these things????? 3. don't be fooled people, we might live in the 21st century but humans are still barbaric 4. And sadly, her story won't be the last nor the most horrific 😔 5. She have lived this long🥺🥺only to Face this its very sad"
#ukraineinvasionwar,7203896279494167835,2023-2-24,maxklymenko,Georgia,1 year since the full scale invasion. 9 years of war with Russia. #learnontiktok #ukraine #ukrainewar,184600,1926,626,1600000,"1. 🦈🇷🇴☦️
#westandwithrussia 2. I wouldn’t call somone who supports the other side (Russian side) haters as u did. My opinion and it’s nothing u can do to change it 3. I dont care 4. Honestly the war in Ukraine is so depressing for the soul reason of how unnecessary it was. There’s no gain from taking Ukraine for them. 5. Nice propaganda 👍👍"
#ukraineinvasionwar,7345553011890162990,2024-03-12,fundiambb1,Georgia,Yo PASS THE POPCORN #ukraine #ukrainewar #ukraine__top #ukraine🇺🇦 #ukrainetiktok2020 #russia #russia🇷🇺 #russian #russiantiktok #russians #russianinvasion #russianukrainianwar #ukraineconflict #ukrainememe #warinukraine #america #alaska #alaskan #america #americatiktok #americantiktok #usmeme #usmemes #memestiktok #usmemes #alaska #alaskan #america #unitedstates #usa_tiktok #usa #conservatives #fy #fyp #fypシ #fypage #fypシ゚viral #fypdongggggggg #xyzbca #viral #viral #viraltiktok #trending #f22 #f22raptor #america #americatiktok #americantiktok #usmeme #usmemes #memestiktok #usmemes #america #unitedstates #usa_tiktok #usa #fy #fyp #fypシ #fypage #fypシ゚viral #fypdongggggggg #xyzbca #viral #viral #viraltiktok #trending#FundiCrewPodcast #armystories #miltok #tiktokmiltok😂 #miltokcommunity #podcast #podcasts #podcastclips #podcasting #podcaster #podcastersoftiktok #america #americatiktok #americantiktok #usmeme #usmemes #memestiktok #usmemes #america #unitedstates #usa_tiktok #usa #fy #fyp #fypシ #fypage #fypシ゚viral #fypdongggggggg #xyzbca #viral #viral #viraltiktok #trending,19600,377,164,326900,"1. Yeah a nuclear nation having a civil war, what could possibly go wrong 2. down with the Russians (I'm scared bc I live in Poland) 3. If I had a nickel everytime Russia lost cities to a rebelling domestic force in the last year I would have 2 nickels 4. Have I missed something? Russia has started to topple from the inside out who would have thought this would happen 🤣🤣🤣🤣🤣🤣🤣 5. If Ukraine was just a little bit smarter when they were signing the Budapest memorandum they should have figured out a way to Join NATO then and there."
#ukraineinvasionwar,7203772654845807918,2023-2-24,nbcnews,Georgia,It’s been one year since Russia invaded Ukraine.,13700,388,216,168000,"1. Can’t believe it’s been a year, prayers 🙏🏼 2. propaganda of the west lol 3. Keep going putin 💪🏻🇷🇺 4. for a year now and am afraid Putin and his country are still not experiencing the consequences as claimed by little Joe 5. Pure Propaganda and lies."
#ukraineinvasionwar,7068282875040255278,2022-2-24,drjulia8,Georgia,#ukraineinvasion 2022!! #ukraine #ukrainerightnow #invasion #war #putin #Russia #kiev #war #explosion #ukrainelivestream #prayforukraine #kyiv,13400,1494,1324,1100000,"1. This makes me so mad… is always the innocent people who get harmed by this actions. 2. This has made me cry so hard. We are all human beings, nobody deserves this. I am just devastated for Ukraine. 3. The world is an evil place. 4. they never declared war, putin international criminal. 5. Praying for Ukrainian🥺"
#ukraineinvasionwar,7176858330370198830,2022-12-13,wartokus,Georgia,"On 24 February 2022, Russia invaded Ukraine in a major escalation of the Russo-Ukrainian War, which began in 2014. The invasion has likely resulted in tens of thousands of deaths on both sides and caused Europe's largest refugee crisis since World War II, Russian president Vladimir Putin announced a ""special military operation"" aiming for the ""demilitarisation"" of Ukraine. In his address, Putin espoused irredentist views, challenged Ukraine's right to statehood #ukraine #russia #usa #america #fyp #war #ww3 #viral #unitedstates #military #army #airforce #foru #militarytiktok #fypage #fypシ #foryoupage",4734,122,97,96100,"1. Putin said he’d take Ukraine in a week. A year later and his useless army is retreating further every day 😂 2. the Ghost of Kyiv 3. Sava Russia 🇷🇺 4. All this is because of the Biological labs near the border of Russia funded by Fauci. If I was Putin, I would do the same thing 5. 🇺🇲❤️🇺🇦✊The moment PUTIN threatened the world with nukes should have been a game over moment. Tired of waiting lets go kick his ass!"
#ukraineinvasionwar,7069330639937391878,2022-2-27,itvnews,Georgia,"Ukraine’s second city Kharkiv came under attack on Sunday, on day four of Russia’s invasion - with Ukrainian forces scoring some victories against the invading troops #ukraine #russia #itvnews",53500,720,519,743000,"1. down with the 🇷🇺
up with the 🇺🇦 2. Ukraine 🇺🇦 God got you🥺🙏 3. Vladimir putin thinks he's playing clash of clans rn. 4. Russia 🇷🇺 will Be Victor End Of The Day !! God Bless you Russia !! 5. come on Ukraine 🇺🇦 u can do this"
#ukraineinvasionwar,7345570626272316715,2024-03-12,cspanofficial,Georgia,"The Biden administration on Tuesday announced a $300 million military assistance package for Ukraine as the country resorts to rationing ammunition in its fight against Russia amid a lack of external support. The Senate last month passed a national security supplemental that includes $60 billion in aid to Ukraine, but Speaker Mike Johnson (R-LA) has so far refused to bring it to a vote in the House. National Security Adviser Jake Sullivan said this latest package — which includes ammunition, antiaircraft missiles, antitank weapons and artillery rounds — was made possible by cost savings from Pentagon contracts to replace equipment sent to Ukraine in previous drawdowns, but stressed it’s no substitution for Congress approving new funding. “This ammunition will keep Ukraine’s guns firing for a period, but only a short period,” he said. “It is nowhere near enough to meet Ukraine’s battlefield needs, and it will not prevent Ukraine from running out of ammunition in the weeks to come. It goes without saying, this package does not displace and should not delay the critical need to pass the bipartisan national security bill.” The U.S. has provided Ukraine with about $75 billion in cash and equipment since Russia’s February 2022 invasion, but the money dried up in December, prompting the White House to urge Congress to approve new aid. Since then, Ukraine has lost territory as it’s outgunned by Russian forces, which seized the eastern city of Avdiivka in February. #jakesullivan #ukrainewar #whitehouse #cspan",427,269,10,11700,"1. No more money for Ukraine. 2. There is no reason this conflict should continue, stop the death and negotiate a peace deal. 3. congress needs to pass funding for Ukraine. that spending would support our economy and global stability which is extremely important for everyone. 4. ukrania is a corrupt terrorist regime of Nato ❤️ 5. Stop funding Ukraine on an assumption that they will win a war against 🇷🇺.. That will never happen."
